# Astronet-Triage-v2 TCE information
# TIC ID
# Epoch: BLS-detected transit center in BTJD (BJD - 2457000)
# Period: BLS-detected period in days
# Duration: BLS-detected duration in days
# Depth: BLS-detected depth in ppm
# SMass: stellar mass in solar masses via TIC 8.2
# SRad: stellar radius in solar radii via TIC 8.2
# SRadEst: estimated stellar radius (see section 3.2 for more info)
# Tmag: TESS-band magnitude
# Year: 1, 2, or 3 -- the TESS Cycle during which the signal was detected
# MinT and MaxT: min and max BTJD used from the light curve
# Split: test, train, or val -- which dataset the signal was used for
# Consensus Label: final label used for training by unanimous vote or discusison. When absent, we
#                  used a weighted average of the individual votes for training.
# L1-8: labels assigned by our eight individual labellers
TIC ID,Epoch,Period,Duration,Depth,SMass,SRad,SRadEst,Tmag,Year,MinT,MaxT,Split,Consensus Label,L1,L2,L3,L4,L5,L6,L7,L8,Notes
220474209,1327.362472,1.960309,0.08397963756,74510,1.05418,1.1589,1.37358024,8.6217,1,1325.321524,1682.343509,test,E,E,E,E,E,,,,,
31273263,1337.868983,22.573029,0.3365638624,211830,1,3.05932,2.766581997,10.9575,1,1325.321742,1682.344119,test,E,J,S,J,E,,,,,
300869014,1327.379992,3.307532,0.1600183982,150,,10.8397,10.85209179,8.4994,1,1325.32152,1682.345024,test,,J,N,J,J,,,,,
317327207,1625.911175,14.492015,0.1441955493,3290,,21.3986,23.14997865,11.1683,1,1624.969007,1682.343972,test,J,J,J,J,J,,,,,
272129953,1327.338096,2.892948,0.2622746657,100,1.72,1.83973,1.845953218,10.203,1,1325.321981,1682.34481,test,J,J,E,B,J,,,,,
200210681,1668.323989,11.125254,0.1415132309,1390,,,,10.9671,1,1653.926888,1682.343601,test,J,J,J,J,J,,,,,
324896583,1654.117184,0.319918,0.1602373287,4080,1.68,1.59519,1.566861686,10.777,1,1653.92704,1682.34374,test,J,J,J,J,J,,,,,
349520046,1325.810283,0.520726,0.1516354112,770,1.56,1.39626,1.409258624,9.4096,1,1325.32099,1682.345035,test,,J,J,J,B,,,,,
410389636,1625.514387,1.261004,0.1137299508,92540,1.07,1.39683,1.444023553,11.2945,1,1624.969088,1682.344057,test,E,E,E,E,E,,,,,
6353613,1657.345923,0.944461,0.1650728936,22980,1.24,1.27689,1.345516338,8.8707,1,1653.926668,1682.343401,test,E,E,E,E,E,,,,,
343596977,1627.849356,0.312974,0.03209235396,1750,1.48,2.59838,2.670456787,11.0266,1,1624.969207,1682.344182,test,J,J,J,J,J,,,,,
169683437,1669.9692,12.913476,0.1317174552,2110,,11.9928,12.03215174,9.1412,1,1653.925489,1682.34233,test,J,J,J,J,J,,,,,
182074315,1328.138109,8.300587,0.6999885017,679,1.11,1.80236,1.826481429,11.2087,1,1325.323921,1682.343053,test,,J,N,J,J,,,,,
307034068,1393.959299,48.683834,0.3957995704,880,,12.5021,12.59792983,10.6109,1,1354.113388,1652.866134,test,J,J,J,J,J,,,,,
382527485,1351.658278,26.347338,0.2408146693,660,0.897293,8.31526,8.31043452,6.1845,1,1325.320881,1682.345309,test,J,J,J,J,J,,,,,
349538009,1657.443829,0.572933,0.1379565371,470,,,1.975209259,6.178,1,1653.927313,1682.343987,test,J,J,J,J,J,,,,,
358460139,1331.517475,36.836562,0.2873251836,670,,13.009,13.1488947,9.6164,1,1325.321071,1682.345266,test,J,J,J,J,J,,,,,
86793015,1657.642103,0.700017,0.125716053,2880,0.89,0.885417,0.8565847543,10.8217,1,1653.927349,1682.34402,test,E,E,E,E,E,,,,,
160620096,1654.256125,6.956092,0.1164449801,5830,,,,9.9092,1,1653.927228,1682.343911,test,J,J,J,J,J,,,,,
348762920,1325.605061,1.022115,0.1402035146,1890,1.64,3.2903,3.301805473,5.4049,1,1325.32325,1682.343485,test,E,E,E,E,E,,,,,
409851559,1654.245949,2.363428,0.2141738454,480,,11.535,12.57641314,11.5214,1,1653.926383,1682.343143,test,,J,N,J,J,,,,,
384604658,1627.907996,15.495626,0.1923007187,830,,11.3022,10.82312002,10.9595,1,1624.969417,1682.344404,test,J,J,J,J,J,,,,,
293439280,1325.557298,0.587393,0.08221739821,430,1.1,2.00805,2.04815597,10.8352,1,1325.323212,1682.343533,test,E,E,E,E,E,,,,,
254203388,1657.283385,0.968072,0.0290905636,5810,1.48,2.5641,2.701635479,10.2641,1,1653.926103,1682.342887,test,,J,N,J,J,,,,,
325096849,1325.843059,8.299198,0.2190158352,640,,12.4673,12.7214464,10.6424,1,1325.325002,1682.342617,test,J,J,J,J,J,,,,,
150357063,1326.928202,1.489476,0.1171472874,48369,1.14,1.3316,1.231487381,7.6796,1,1325.321282,1682.344428,test,E,E,E,E,E,,,,,
451536266,1626.11273,0.304754,0.03852700068,4950,1.76,2.10173,2.074506397,10.9948,1,1624.969216,1682.344192,test,J,J,J,J,J,,,,,
166969516,1325.88841,0.867948,0.115202738,112980,1.14,1.53034,1.666761359,10.6389,1,1325.321463,1682.344357,test,,J,B,J,B,,,,,
253991760,1660.905565,11.199849,0.1492939872,11890,1.59,2.0499,2.056657897,10.7315,1,1653.926408,1682.343165,test,,J,N,J,J,,,,,
180212612,1326.41058,1.104754,0.3666236624,1310,1.62,1.84748,1.840706337,10.6358,1,1325.324123,1682.342731,test,,J,B,J,B,,,,,
281630778,1336.309272,14.475382,0.1709542614,530,,10.3411,9.885537567,8.3649,1,1325.320975,1682.345208,test,,J,N,J,N,,,,,
141945742,1330.635858,24.871867,0.2034518721,430,,10.7293,10.18051639,11.267,1,1325.321974,1682.344337,test,,J,N,J,J,,,,,
158100092,1657.863701,0.665294,0.05687598406,7690,1.57,3.82227,3.904027578,11.4475,1,1653.926881,1682.343594,test,J,J,J,J,J,,,,,
348772362,1329.214739,4.17142,0.240690934,320,,16.1705,16.59404348,9.5518,1,1325.323341,1682.343736,test,,J,N,J,J,,,,,
271999907,1330.333572,5.394337,0.1466180797,230,,10.9309,10.61526589,10.3382,1,1325.321907,1652.865706,test,,J,N,J,J,,,,,
323816269,1611.990338,17.124938,0.2536203318,5229,1.39,1.67903,1.667230326,7.8065,1,1596.782084,1682.344812,test,J,J,J,J,J,,,,,
306357429,1627.776414,1.415057,0.08054504444,6529,1.27,1.66893,1.714458159,11.4229,1,1624.969412,1682.344399,test,E,E,E,E,E,,,,,
300810086,1326.077317,0.667948,0.0790516458,339,0.871105,3.77481,3.78049977,10.7907,1,1325.321449,1652.865968,test,E,E,E,E,E,,,,,
274011602,1334.887425,10.86517,0.2483777862,360,,10.5377,10.41083667,7.9637,1,1325.324165,1682.343295,test,J,J,J,J,J,,,,,
270342575,1344.475963,28.465357,0.5254704902,270,,51.717,53.86884487,7.1595,1,1325.323495,1682.343314,test,,J,N,J,J,,,,,
384825108,1627.828692,1.997809,0.1779848038,360,,,8.693011209,11.2722,1,1624.969286,1682.344266,test,J,J,J,J,J,,,,,
404604132,1657.5922,10.91683,0.301304508,1440,1.28,2.56226,2.73095045,10.6479,1,1653.926577,1682.343319,test,J,J,J,J,J,,,,,
167655802,1325.795132,0.145726,0.01619307312,550,1.69,1.63573,1.534135342,10.3812,1,1325.320868,1652.86564,test,,J,B,J,J,,,,,
309759797,1328.140185,3.092254,0.2911357141,270,1.21,1.18486,1.205402133,9.1224,1,1325.321784,1682.343807,test,J,J,J,J,J,,,,,
277033416,1626.867725,41.082755,0.6540374596,5570,0.94,0.977973,0.9632047066,10.495,1,1624.969028,1682.343995,test,J,J,J,J,J,,,,,
229809085,1330.695533,12.987393,0.2789692016,290,1.4,1.3068,1.316988153,10.8675,1,1325.323266,1682.343385,test,J,J,J,J,J,,,,,
62487758,1657.266531,0.210433,0.04988314265,2300,1.68,2.55296,2.732231181,10.9757,1,1653.92752,1682.344175,test,J,J,J,J,J,,,,,
469815705,1654.737873,14.08421,0.123941048,5840,0.87,0.759374,0.723254693,11.0665,1,1653.92596,1682.342759,test,J,J,J,J,J,,,,,
279950870,1325.934168,0.487393,0.08676570186,350,1.14,1.02919,1.030213123,10.444,1,1325.321779,1682.343898,test,B,B,E,J,E,,,,,
325603556,1625.53185,1.255448,0.1388651033,240,,6.25335,6.561627081,9.9587,1,1624.969189,1682.344164,test,,J,N,J,J,,,,,
29778926,1333.543384,17.571437,0.2214001062,350,,10.3671,10.33480651,11.5162,1,1325.322384,1682.343352,test,J,J,J,J,J,,,,,
253969601,1669.776157,12.714569,0.1080738365,13869,,10.3023,9.499984193,10.1149,1,1653.926421,1682.343177,test,J,J,J,J,J,,,,,
401776917,1625.410846,0.52767,0.0972601344,7909,,,,8.3407,1,1624.968804,1682.343757,test,B,B,B,B,B,,,,,
383597282,1629.526586,25.96151,0.2458554997,3860,,6.34565,6.429843665,9.6049,1,1624.969555,1682.34455,test,J,J,J,J,J,,,,,
76227590,1656.153405,2.730604,0.1757143674,1480,,1.82896,2.164136171,11.1158,1,1653.927584,1682.344234,test,E,E,E,E,J,,,,,
76765276,1654.11201,0.206029,0.03413694501,4020,1.52,2.03953,2.039571912,10.7368,1,1653.927494,1682.344153,test,,J,B,J,J,,,,,
349647697,1326.133003,0.52767,0.3096209259,7460,1.64,1.68453,1.645052474,8.6006,1,1325.32107,1652.865969,test,J,J,J,J,J,,,,,
238181450,1345.422334,29.784935,0.2415558229,759,,10.7373,9.609249572,9.5246,1,1325.322881,1682.343222,test,J,J,J,J,J,,,,,
260995038,1347.668603,38.211619,0.6163534145,10910,1.18,0.944701,0.9246805475,10.5151,1,1325.322859,1682.344012,test,J,J,J,J,J,,,,,
141708778,1326.235037,17.960779,0.1691905382,460,0.842379,9.32094,9.707715779,9.6063,1,1325.322472,1652.86504,test,J,J,J,J,J,,,,,
24013048,1657.539698,1.520155,0.07571892055,1519,0.95,0.794968,0.7854181339,10.7637,1,1653.927555,1682.344207,test,E,E,E,E,N,,,,,
109429570,1657.986819,1.597933,0.15335363,1450,1.15,2.46478,2.555006749,10.6714,1,1653.9261,1682.342885,test,E,E,E,E,E,,,,,
410118760,1327.957409,14.781634,0.6175766685,860,,31.6881,31.66579062,9.0634,1,1325.325375,1682.342632,test,J,J,J,J,J,,,,,
40717307,1326.234214,0.968643,0.1564067852,679,,,87.56462028,8.3511,1,1325.321926,1682.343778,test,E,E,J,J,J,,,,,
346604480,1659.280791,19.918391,0.1639283579,1109,,11.714,11.59048385,9.6832,1,1653.927118,1682.34381,test,J,J,J,J,J,,,,,
25063352,1367.318477,43.052931,0.8261857459,1100,1,1.85858,1.836531588,11.1156,1,1325.322659,1682.343327,test,J,J,J,J,J,,,,,
323968179,1598.618636,0.626282,0.1688205759,57860,0.98,1.11937,1.123753723,11.3835,1,1596.782139,1682.344907,test,E,E,J,E,E,,,,,
279574087,1354.438484,0.556837,0.2413108823,1590,,,0.9490043597,10.0203,1,1354.112827,1652.86595,test,,B,B,J,B,,,,,
349055133,1325.926314,0.282532,0.03015464036,420,1.72,1.88995,1.667105872,11.0848,1,1325.320757,1682.344965,test,J,J,J,J,J,,,,,
150319693,1331.419198,31.074534,0.3160280108,410,1.17,2.14076,1.935460842,10.1641,1,1325.321364,1682.344399,test,,J,J,N,J,,,,,
167009099,1332.17146,16.421812,0.2323686398,570,,9.20631,9.598861012,11.3453,1,1325.321455,1682.344362,test,J,J,J,J,J,,,,,
407012535,1626.200949,0.416559,0.05691029058,22140,1.63,3.12031,3.186323359,10.9804,1,1624.969723,1682.344727,test,,J,N,J,J,,,,,
277298466,1326.066851,0.82142,0.133809318,9340,,,11.6347995,10.7125,1,1325.321921,1682.344003,test,B,B,B,B,B,,,,,
355363175,1654.337152,0.437279,0.04371915442,770,1.13,1.87042,1.675824298,10.8628,1,1653.925873,1682.34268,test,,B,J,J,J,,,,,
381472623,1656.634304,12.188842,0.08312790244,28190,,10.2167,11.39198382,11.4662,1,1653.927562,1682.344215,test,J,J,J,J,J,,,,,
349483896,1334.646211,10.267254,0.2757784424,240,,15.5052,16.39143147,9.9592,1,1325.320726,1652.866049,test,J,J,J,J,J,,,,,
260981689,1348.469897,23.707719,0.1529147876,750,,9.52414,9.008202325,8.3521,1,1325.32293,1682.343974,test,J,J,J,J,J,,,,,
317350612,1341.05452,21.312143,0.3416336523,600,1.29,1.42723,1.450446316,9.893,1,1325.323246,1682.343962,test,J,J,J,J,J,,,,,
349095298,1326.68119,27.416377,0.5628582198,750,,54.1982,68.02163625,11.0447,1,1325.321163,1682.344872,test,J,J,J,J,J,,,,,
323434471,1625.405475,1.843643,0.3443556395,31640,0.81,1.07934,1.090570502,8.2198,1,1624.969121,1682.344092,test,J,J,J,J,J,,,,,
293724685,1635.85508,16.017573,0.4392018517,13280,,11.0365,11.19602707,11.2785,1,1624.969429,1682.344416,test,J,J,J,J,J,,,,,
279089690,1336.159885,13.154754,0.1879814347,480,,10.4488,10.57157358,11.0949,1,1325.320645,1682.344797,test,,J,J,N,J,,,,,
142148712,1326.491659,1.444337,0.1562483767,90,1.34,2.35676,2.194572787,9.2346,1,1325.322013,1652.86532,test,N,B,J,E,J,,,,,
31560804,1658.307452,4.065043,0.02878050444,2860,1.07,1.03961,1.024558571,9.7643,1,1653.925995,1682.34279,test,J,J,J,J,J,,,,,
339860880,1385.823763,3.799893,0.1400260571,300,,11.2524,11.02680943,9.9461,1,1381.718095,1682.345206,test,,J,N,J,J,,,,,
167719905,1326.335333,0.770032,0.1379666334,10910,1.16,1.20705,1.208219821,10.4457,1,1325.321264,1682.344683,test,,J,B,J,J,,,,,
431380163,1335.680885,44.934514,0.3936263426,440,1.38,1.57532,1.604782905,5.1071,1,1325.323166,1682.343418,test,J,J,J,J,J,,,,,
327594610,1341.792532,16.327704,0.840713479,780,2.97,4.19631,3.802367574,10.112,1,1325.325261,1682.342755,test,J,J,J,J,J,,,,,
91441057,1657.573131,1.515989,0.2565659784,2110,1.07,2.04659,2.082849677,11.2742,1,1653.926935,1682.343644,test,J,J,J,J,J,,,,,
327595050,1327.08615,2.703251,0.3752653038,600,,,13.52365239,10.3281,1,1325.325379,1682.342672,test,,J,N,J,J,,,,,
300239182,1327.785189,12.463782,0.108684179,88780,1.19,2.40111,2.348704192,10.8137,1,1325.321395,1682.344845,test,J,J,J,J,J,,,,,
310420324,1629.060993,2.138668,0.2648312584,14690,1.04,1.48701,1.446558453,9.8528,1,1624.969589,1682.344585,test,,B,B,J,J,,,,,
80165824,1655.874904,0.438211,0.0901400027,1400,1.52,1.91347,1.954166135,11.4782,1,1653.925641,1682.342467,test,J,J,J,J,J,,,,,
364537633,1327.90095,3.582532,0.2027713112,223480,1.15,1.36089,1.362458624,10.7905,1,1325.322724,1682.343806,test,E,E,E,E,E,,,,,
238183069,1326.002301,1.737393,0.3868305515,12020,1.05,1.1841,1.205659561,8.9205,1,1325.323032,1682.343463,test,J,J,J,J,J,,,,,
304846848,1660.043148,6.023708,0.1853494952,600,,11.1513,10.81549493,10.315,1,1653.926834,1682.343551,test,J,J,J,J,J,,,,,
290463943,1325.502922,1.820032,0.174723072,1610,1.64,1.57804,1.615352839,9.7015,1,1325.323993,1682.343374,test,J,J,J,J,J,,,,,
309618114,1351.873157,26.638941,0.2093820763,400,,9.34812,9.668112487,10.9067,1,1325.321635,1682.343725,test,J,J,J,J,J,,,,,
340216714,1384.629144,24.804137,0.3078193402,2010,,25.6863,26.4026225,10.4497,1,1381.717933,1682.345353,test,J,J,J,J,J,,,,,
348956767,1342.392115,16.721091,0.1657060118,380,,11.646,11.31604719,8.646,1,1325.320859,1682.34489,test,J,J,J,J,J,,,,,
340062770,1394.046066,35.19682,0.3136036662,7079,1.18,0.929792,0.9479193923,11.3401,1,1381.717889,1682.345385,test,J,J,J,J,J,,,,,
63594264,1657.508203,1.813211,0.105166238,30430,1.84,2.11368,2.219236349,9.5094,1,1653.927443,1682.344106,test,E,E,E,E,E,,,,,
294979254,1337.37023,19.497597,0.1177654859,2310,0.732801,8.29064,8.491201635,10.1511,1,1325.322176,1682.343595,test,E,E,E,E,E,,,,,
277290567,1326.8459,1.182532,0.1403547231,160,,5.3357,3.19312306,11.2224,1,1325.322039,1652.864846,test,J,J,J,J,J,,,,,
300808209,1326.088791,0.939476,0.05429231804,6720,1.62,2.77681,2.750243493,11.2559,1,1325.321232,1652.866061,test,,J,B,J,J,,,,,
300324610,1326.405654,1.320726,0.1734773601,7280,0.96,1.49339,1.364070248,10.6813,1,1325.321233,1682.344927,test,E,E,E,E,E,,,,,
33835925,1326.609895,26.181938,0.2238555699,150,,27.2318,29.00710652,11.5151,1,1325.322705,1652.864341,test,J,J,J,J,J,,,,,
421945128,1654.295964,2.152568,0.2178398816,330,,10.794,10.82790282,8.8465,1,1653.926473,1682.343225,test,J,J,J,J,J,,,,,
362084277,1598.622103,1.117254,0.3213781131,500,0.95,1.68545,1.675191726,10.9879,1,1596.781799,1682.344325,test,,B,J,J,J,,,,,
272090283,1393.068288,14.31883,0.2226578065,1780,1.53,1.59403,1.640351082,10.8848,1,1381.718763,1652.865552,test,J,J,J,J,J,,,,,
271722333,1325.877212,0.236698,0.02592079798,630,1.69,2.25814,2.074566725,10.6311,1,1325.321991,1652.865572,test,,J,B,J,J,,,,,
369374037,1626.331652,14.047861,0.3967115946,2240,0.89,0.796005,0.8002698248,11.5194,1,1624.968968,1682.343931,test,J,J,J,J,J,,,,,
404875128,1625.450739,1.083226,0.1385229409,1920,,,0.3558532554,9.9513,1,1624.969233,1682.34421,test,J,J,J,J,J,,,,,
301842670,1641.261469,13.699063,0.2335690242,3820,0.95,0.943855,0.9195099374,10.5019,1,1624.969573,1682.344569,test,J,J,J,J,J,,,,,
262612533,1331.840676,7.930448,0.176611077,400,,12.693,13.75140974,9.9918,1,1325.320669,1682.34536,test,,J,N,J,J,,,,,
370013772,1657.089587,3.069868,0.2299331132,820,1.6,1.70764,1.697027329,9.6634,1,1653.926217,1682.342991,test,J,J,J,J,J,,,,,
391894198,1335.613853,19.381139,0.1552429234,650,,10.3804,10.81660361,11.2874,1,1325.321173,1652.866058,test,J,J,J,J,J,,,,,
61458938,1657.664221,10.88703,0.3465341649,1300,1.18,2.11501,2.162140228,11.2493,1,1653.926302,1682.343068,test,,J,N,J,J,,,,,
349678270,1325.812934,1.770726,0.186333497,360,1.4,1.57204,1.865791453,11.4234,1,1325.320888,1682.345109,test,,J,N,J,J,,,,,
292018851,1657.339564,0.400711,0.07524150447,86039,1.1,1.65676,1.71162055,10.7374,1,1653.927353,1682.344024,test,,B,B,J,B,,,,,
277173650,1336.069759,15.595432,0.1965024432,2010,,,38.25980493,10.8708,1,1325.32193,1652.864823,test,J,J,J,J,J,,,,,
41168873,1393.693494,14.055973,0.226441725,1669,1.08,1.44515,1.301708938,9.7593,1,1381.719181,1682.344234,test,J,J,J,J,J,,,,,
176873898,1326.517689,4.058226,0.1761270084,160,,10.6798,10.4776589,8.599,1,1325.321976,1652.865348,test,,J,N,J,J,,,,,
422040614,1655.214568,2.825512,0.172836569,570,,9.87208,9.869797666,8.5667,1,1653.925959,1682.342757,test,J,J,J,J,J,,,,,
373914019,1326.607865,1.149893,0.1846958137,3250,,,10.65434077,11.0147,1,1325.321835,1623.864774,test,E,E,B,J,N,,,,,"FN, large duty cycle"
293346208,1333.427057,11.065865,0.1927673683,1390,1.15581,1.28576,2.94400486,11.1139,1,1325.320988,1682.34458,test,J,J,J,J,J,,,,,
339861444,1337.764489,13.689476,0.1735825557,1210,1.78,4.41347,3.790204585,10.0291,1,1325.320583,1652.866125,test,J,J,J,J,J,,,,,
293570684,1337.301192,14.424798,0.1775692634,1680,,3.97295,3.746331563,11.4438,1,1325.324215,1682.343027,test,J,J,J,J,J,,,,,
40183989,1360.932451,35.838812,0.6884635785,1230,1.11,1.10389,1.123537786,9.761,1,1325.322214,1682.343794,test,J,J,J,J,J,,,,,
376937138,1335.770678,26.57684,0.233876192,759,,12.2034,11.03585777,9.379,1,1325.323167,1682.343819,test,J,J,J,J,J,,,,,
40719527,1325.84116,1.204754,0.164738062,130,1.79,1.77516,1.751829687,10.9682,1,1325.321966,1682.343786,test,,J,N,J,J,,,,,
142107001,1326.070344,0.591559,0.0467923169,1580,1.73,2.15538,2.176529827,9.4145,1,1325.322078,1682.344411,test,,J,B,J,J,,,,,
404929908,1325.863677,0.363087,0.01421848692,860,2.11,1.86079,2.040172951,11.1419,1,1325.321751,1682.344023,test,,J,N,J,J,,,,,
341078190,1654.242278,14.543236,0.1358338242,2490,,2.34538,2.183347631,9.9547,1,1653.925917,1682.342719,test,,J,N,J,J,,,,,
355333839,1657.002164,5.551936,0.2196901075,440,,20.2912,21.39086695,5.3152,1,1653.925931,1682.342732,test,J,J,J,J,J,,,,,
349152118,1326.573188,1.497809,0.02782929122,750,1.17886,1.27005,,11.3703,1,1325.320809,1652.865893,test,,J,B,J,J,,,,,
278410967,1599.583273,1.326976,0.09052630272,24480,1.14,1.66829,1.713749675,9.045,1,1596.781874,1682.344452,test,E,E,E,E,E,,,,,
306466421,1627.669762,0.655335,0.0796363092,2510,1.06,1.06068,1.10454115,10.241,1,1624.969386,1682.344372,test,J,J,J,J,J,,,,,
467933176,1654.188701,0.456029,0.227526549,4790,,,1.712194874,9.9206,1,1653.927183,1682.34387,test,J,J,J,J,J,,,,,
351556896,1654.251179,0.322696,0.08109027784,87440,0.84,1.22483,1.191181335,10.5481,1,1653.925938,1682.342738,test,,B,B,J,B,,,,,
141911607,1347.307716,47.852106,0.61394252,240,,39.5213,40.76415139,10.851,1,1325.322213,1652.865151,test,J,J,J,J,J,,,,,
150300486,1326.43495,1.326976,0.2268996262,80,2.31,2.462,2.270232026,10.4223,1,1325.320952,1652.865307,test,,J,B,J,J,,,,,
453100658,1327.273565,1.804754,0.1190776689,470,1.14,1.43131,1.315250042,10.4361,1,1325.321365,1652.865986,test,E,E,E,E,E,,,,,
304798408,1654.654024,0.912974,0.2125859959,320,,1.31027,2.770741714,10.3133,1,1653.927147,1682.343837,test,J,J,J,J,J,,,,,
380779629,1654.921223,0.893529,0.1325550272,2900,1.06,2.50239,2.584865207,11.5045,1,1653.927557,1682.34421,test,E,E,E,E,E,,,,,
349831857,1330.818654,13.04642,0.1621670006,420,,11.0572,11.25645157,10.2526,1,1325.320981,1652.866061,test,,J,N,J,J,,,,,
279051346,1326.379682,3.734615,0.2413681674,160,,14.7497,14.65031107,11.1694,1,1325.32046,1652.865725,test,,J,N,J,J,,,,,
55273959,1337.709275,15.846019,0.1427726312,450,,11.3006,10.57859126,9.2539,1,1325.321833,1682.343662,test,,J,N,J,J,,,,,
317383399,1625.979211,1.704059,0.175518077,150,1.38,1.22716,1.268770307,10.8963,1,1624.96912,1682.344091,test,J,J,J,J,J,,,,,
23215769,1657.595306,0.413211,0.3804144429,410,3.09,2.08422,2.755415161,10.7905,1,1653.927593,1682.344242,test,J,J,J,J,J,,,,,Duplicated in Y3
279362577,1326.511934,2.13392,0.1799321344,210,,10.947,10.64324492,9.1583,1,1325.320738,1652.865777,test,,J,N,J,J,,,,,
260610346,1326.156338,1.254059,0.2072332498,40,1.52,4.48737,4.209553947,6.4642,1,1325.320857,1682.344535,test,,J,N,N,J,,,,,
177035638,1327.198296,2.390865,0.146320938,160,,10.4267,10.25685294,8.6678,1,1325.321532,1682.344608,test,,J,N,J,J,,,,,
177181322,1325.755405,2.549198,0.1391097349,230,,10.4125,10.66971402,10.7937,1,1325.321304,1682.34473,test,,J,N,J,J,,,,,
278989561,1325.920652,0.501282,0.06871072374,360,1.42,1.35285,1.376838011,11.3236,1,1325.320743,1652.865641,test,,J,B,J,J,,,,,
293221057,1328.192782,6.863782,0.1398838772,250,,10.7461,10.88738866,10.0393,1,1325.321196,1682.344524,test,J,J,N,E,J,,,,,
410464110,1654.220473,0.655335,0.1174098186,183100,1.55,2.33302,2.25030103,10.4087,1,1653.92569,1682.342513,test,B,B,B,J,E,,,,,
404289149,1654.337322,0.443529,0.09262216107,51080,1.19,1.73794,1.76859897,8.293,1,1653.926344,1682.343107,test,,B,B,J,B,,,,,
86145867,1657.229301,0.599322,0.1061998584,3160,,,1.766516292,11.3382,1,1653.927402,1682.344068,test,,J,B,J,B,,,,,
50312866,1326.380966,8.30267,0.2111368981,860,,13.0053,13.52039749,9.9601,1,1325.323566,1682.342949,test,J,J,J,J,J,,,,,
177079243,1328.377351,6.019337,0.1882848614,380,,10.3854,9.985457109,10.8588,1,1325.321436,1652.865536,test,,J,N,J,J,,,,,
324428494,1656.850995,3.342709,0.1525612388,500,,9.96813,10.27501555,11.0898,1,1653.927127,1682.343819,test,J,J,J,J,J,,,,,
358501450,1328.968964,21.114255,0.1938288609,650,,10.9361,10.50194046,10.1378,1,1325.323042,1682.343721,test,J,J,N,E,E,,,,,
49397165,1657.647317,10.90955,0.2134998935,1950,,9.9134,10.65863509,10.9691,1,1653.927294,1682.34397,test,,J,N,J,J,,,,,
177035609,1347.506522,38.493925,0.4877180298,180,,35.6955,39.80557902,11.2067,1,1325.321537,1652.865491,test,J,J,J,J,J,,,,,
451562045,1640.162133,14.194441,0.2635907694,5770,1.08,1.82361,1.848566666,11.1223,1,1624.969207,1682.344183,test,J,J,J,J,J,,,,,
260304642,1326.762983,16.397924,0.2162886176,390,,10.4688,10.39308735,9.515,1,1325.320753,1682.344421,test,J,J,J,J,J,,,,,
287869632,1394.031544,32.864657,0.2067186925,2470,,9.47551,9.41785596,11.1221,1,1381.718413,1652.865903,test,J,J,J,J,J,,,,,
90911404,1657.4095,0.255572,0.1193725698,490,1.16,2.80434,2.796312976,9.7911,1,1653.927025,1682.343726,test,J,J,J,J,J,,,,,
300283673,1664.362152,11.216548,0.1802499264,14530,0.91,1.4216,1.124979127,10.1421,1,1653.925401,1682.34225,test,E,S,S,E,S,,,,,
262499704,1384.952286,1.173504,0.1657339699,660,,1.6144,,11.082,1,1381.71809,1682.345202,test,J,J,J,J,J,,,,,
279572330,1342.214612,32.982832,0.3219124403,260,,22.5546,20.1051469,9.1658,1,1325.320564,1682.34497,test,J,J,J,J,J,,,,,
272194833,1386.883865,4.23392,0.1724475616,290,,11.2559,11.39446529,10.6189,1,1381.718654,1652.865656,test,J,J,J,J,J,,,,,
300604589,1332.837957,13.576976,0.1893988152,339,,10.1021,10.17075636,8.1115,1,1325.321368,1652.865893,test,J,J,J,J,J,,,,,
373779556,1357.538688,10.794337,0.2440599596,440,,5.40986,2.032631602,10.3032,1,1354.114451,1652.864721,test,J,J,E,E,J,,,,,
304133064,1349.095649,32.077921,0.577402578,1630,1.24,2.12548,2.06295774,9.8654,1,1325.323643,1682.342946,test,J,J,J,J,J,,,,,
246263917,1661.411667,6.202851,0.09211233735,4180,,10.6515,10.84012813,10.1783,1,1653.92764,1682.344285,test,E,E,E,E,E,,,,,
101914580,1654.410352,1.001168,0.4227832347,480,1.31,1.49508,1.448753135,10.8054,1,1653.925548,1682.342384,test,J,J,J,J,J,,,,,
324926968,1655.864872,2.182743,0.2194093264,740,,10.7355,10.90850426,7.8789,1,1653.927112,1682.343805,test,J,J,J,J,J,,,,,
279252304,1388.604494,37.814397,0.7918334732,300,,23.0859,23.2119198,10.3494,1,1354.113067,1652.865777,test,J,J,J,J,J,,,,,
384361834,1627.078889,1.42142,0.2163543382,70539,1.95,4.24946,4.204297491,7.489,1,1624.969415,1682.344403,test,E,E,N,E,E,,,,,"FN, inflection point detection needs to be improved"
143609213,1668.974919,13.347709,0.3430361213,24900,,7.86222,7.478304473,11.3116,1,1653.926432,1682.343186,test,J,J,J,J,J,,,,,
265436019,1327.193861,16.238436,0.4486679867,2800,1.2,1.09411,1.118885027,9.9672,1,1325.325856,1682.342474,test,J,J,J,J,J,,,,,
349273300,1331.05974,5.547115,0.1729035745,60350,1.28,2.25728,2.299755978,11.4328,1,1325.32097,1682.344967,test,E,E,E,E,E,,,,,
